titol,url,estat,pdfs,Accés al tràmit,Altres requisits,Data de la prova,Expedient,Finalització de presentació de sol·licituds,Grup de titulació o assimilat,Identificador,Inici de presentació de sol·licituds,Matèries,Observacions,Sistema de selecció,Tipus de personal,Titulació requerida,Torn reservat,Web de l'ens convocant
1 plaça de Postdoctoral on theory of mind for negotiation and collaboration,https://cido.diba.cat/oposicions/21053936/1-placa-de-postdoctoral-on-theory-of-mind-for-negotiation-and-collaboration-ministerio-de-ciencia-innovacion-y-universidades-consejo-superior-de-investigaciones-cientificas-csic-institut-dinvestigacio-en-intelligencia-artificial-iiia,Termini obert,https://www.iiia.csic.es/news-events/detalls-de-les-noticies?news_id=391,nardine@iiia.csic.es,Anglès,,391,31/03/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260206O30,,"Física, Informàtica, Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Doctorat en informàtica, intel·ligència artificial, ciència cognitiva (tècnica), matemàtiques, física o àrees rellevants per al tema de recerca",,https://www.iiia.csic.es/ca/news-events/noticies
6 places de Tècnic superior tecnologies i sistemes d'informació,https://cido.diba.cat/oposicions/16304111/6-places-de-tacnic-superior-tecnologies-i-sistemes-dinformacia-area-metropolitana-de-barcelona-amb,Pendent de termini,"https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=971224&type=01&language=ca_ES, http://bop.diba.cat/anunci/3650904, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=989642&type=01&language=ca_ES, http://bop.diba.cat/anunci/3837875, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1035960&type=01&language=ca_ES",,,,,"S'informarà de l'inici d'obertura dels processos selectius objecte d'aquesta convocatòria, durant l'any 2025, mitjançant la corresponent publicació al DOGC i a la pàgina web",A1 - Grau universitari (correspondència amb llicenciatures),20231103O22,,Informàtica,L'aprovació de les bases generals es durà a terme durant el segon semestre de l'any 2024 i la de les bases específiques es durà a terme a partir de l'any 2025,Concurs oposició o valoració de mèrits i prova,Funcionari,,,https://www.amb.cat/ca/web/amb/administracio-metropolitana/empleats-publics-i-retribucions/ocupacio-publica
1 plaça de Tècnic superior tecnologies i sistemes d'informació,https://cido.diba.cat/oposicions/16304379/1-plaaa-de-tacnic-superior-tecnologies-i-sistemes-dinformacia-area-metropolitana-de-barcelona-amb-institut-metropolita-del-taxi,Pendent de termini,"https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=971224&type=01&language=ca_ES, http://bop.diba.cat/anunci/3650904, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=989642&type=01&language=ca_ES, http://bop.diba.cat/anunci/3837875, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1035960&type=01&language=ca_ES",,,,,"S'informarà de l'inici d'obertura dels processos selectius objecte d'aquesta convocatòria, durant l'any 2025, mitjançant la corresponent publicació al DOGC i a la pàgina web",A1 - Grau universitari (correspondència amb llicenciatures),20231103O38,,Informàtica,L'aprovació de les bases generals es durà a terme durant el segon semestre de l'any 2024 i la de les bases específiques es durà a terme a partir de l'any 2025,Concurs oposició o valoració de mèrits i prova,Funcionari,,,https://www.amb.cat/ca/web/amb/administracio-metropolitana/empleats-publics-i-retribucions/ocupacio-publica
1 plaça de Tècnic superior Delegat de protecció de dades i E-administració,https://cido.diba.cat/oposicions/21027268/1-placa-de-tecnic-superior-delegat-de-proteccio-de-dades-i-e-administracio-ajuntament-de-sabadell,Pendent de termini,"http://bop.diba.cat/anunci/3379876, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=949364&type=01&language=ca_ES, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1035812&type=01&language=ca_ES, http://bop.diba.cat/anunci/3891092",https://seu.sabadell.cat/opensiac/action/tramitesinfo?method=enter&id=854,Nivell C1 de català,,COTLLA17822,"El termini s'obrirà l'endemà de la publicació de la convocatòria al BOE, i serà de 20 dies naturals",A1 - Grau universitari (correspondència amb llicenciatures),20230113O57,,"Administració especial sense especificar, Comunicació, Noves tecnologies","Fins un màxim del 50% de places addicionals per a cobrir futures vacants, a càrrec de les ofertes públiques d'ocupació de l'any 2026, oferta pública d'ocupació 2027 i oferta pública d'ocupació 2028",Concurs oposició o valoració de mèrits i prova,Funcionari,"Grau, llicenciatura o titulació equivalent",,https://www.sabadell.cat/ca/oferta-publica/concurs-oposicio-torn-lliure
2 places de Tècnic superior en anàlisis de dades i gestió,https://cido.diba.cat/oposicions/21027217/2-places-de-tecnic-superior-en-analisis-de-dades-i-gestio-ajuntament-de-sabadell,Pendent de termini,"http://bop.diba.cat/anunci/3379876, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=949364&type=01&language=ca_ES, http://bop.diba.cat/anunci/3891154, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1035839&type=01&language=ca_ES",https://seu.sabadell.cat/opensiac/action/tramitesinfo?method=enter&id=854,Nivell C1 de català,,COTLLA17722,El termini s'obrirà l'endemà de la publicació de la convocatòria al BOE i serà de 20 dies naturals,A1 - Grau universitari (correspondència amb llicenciatures),20230113O56,,"Administració especial sense especificar, Informàtica, Relacions públiques / Publicitat, Sociologia","Fins un màxim del 50% de places addicionals per a cobrir futures vacants, a càrrec de les ofertes públiques d'ocupació de l'any 2026, oferta pública d'ocupació 2027 i oferta pública d'ocupació 2028",Concurs oposició o valoració de mèrits i prova,Funcionari,Vegeu les bases,1 plaça reservada a persones amb discapacitat,https://www.sabadell.cat/ca/oferta-publica/concurs-oposicio-torn-lliure
1 plaça d'Operador Ciberseguretat,https://cido.diba.cat/oposicions/20696955/1-placa-doperador-ciberseguretat-consorci-sanitari-de-terrassa,Termini obert,"https://cst.cat/wp-content/uploads/2025/04/Operador.a-Ciberseguretat.pdf, https://cst.cat/wp-content/uploads/2025/04/Operador.a-Ciberseguretat.-Des.-25.pdf, https://cst.cat/wp-content/uploads/2025/04/Ref.-503.-Operador.a-Ciberseguretat.pdf",talent@cst.cat,Coneixement parlat i escrit de les dues llengües oficials a Catalunya,,503,31/03/2026 - Termini anterior: 25/01/2026 i 31/12/2025,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",20251127O96,,Informàtica. Noves tecnologies,,Concurs o valoració de mèrits,Laboral temporal,Tècnic superior en Administració de Sistemes Informàtics en Xarxa,,https://cst.cat/borsa-de-treball/#65078d02e56a08bdb944bb079535c247
1 plaça de Tècnic mitjà de sistemes,https://cido.diba.cat/oposicions/20935354/1-placa-de-tecnic-mitja-de-sistemes-ajuntament-de-sabadell,Pendent de termini,"http://bop.diba.cat/anunci/3379876, http://bop.diba.cat/anunci/3886153, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1035155&type=01&language=ca_ES",https://seu.sabadell.cat/opensiac/action/tramitesinfo?method=enter&id=854,Nivell C1 de català,,COTLLA28522,El termini s'obrirà l'endemà de la publicació de la convocatòria al BOE i serà de 20 dies naturals,A2 - Grau universitari (correspondència amb diplomatures),20250818O34,,"Administració especial sense especificar, Enginyeria de telecomunicacions, Enginyeria sense especificar, Informàtica","Places addicionals per a cobrir futures vacants, a càrrec de les ofertes públiques de 2025, 2026 i 2027",Concurs oposició o valoració de mèrits i prova,Funcionari,Vegeu les bases,,https://www.sabadell.cat/ca/oferta-publica/concurs-oposicio-torn-lliure
1 plaça de Tècnic mitjà de tecnologies de la informació i la comunicació,https://cido.diba.cat/oposicions/20935235/1-placa-de-tecnic-mitja-de-tecnologies-de-la-informacio-i-la-comunicacio-ajuntament-de-sabadell,Pendent de termini,"http://bop.diba.cat/anunci/3379876, http://bop.diba.cat/anunci/3886019, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1035175&type=01&language=ca_ES",https://seu.sabadell.cat/opensiac/action/tramitesinfo?method=enter&id=854,Nivell C1 de català,,COTLLA28022,El termini s'obrirà l'endemà de la publicació de la convocatòria al BOE i serà de 20 dies naturals,A2 - Grau universitari (correspondència amb diplomatures),20250818O33,,"Comunicació, Enginyeria de telecomunicacions, Enginyeria sense especificar, Imatge i so, Informàtica, Relacions públiques / Publicitat","Places addicionals per a cobrir futures vacants, a càrrec de les ofertes públiques de 2025, 2026 i 2027",Concurs oposició o valoració de mèrits i prova,Funcionari,Vegeu les bases,,https://www.sabadell.cat/ca/oferta-publica/concurs-oposicio-torn-lliure
1 plaça de Postdoctoral researcher in Altermagnetic Spintronics - Physics and Engineering of Nanodevices group,https://cido.diba.cat/oposicions/20927295/1-placa-de-postdoctoral-researcher-in-altermagnetic-spintronics-physics-and-engineering-of-nanodevices-group-institut-catala-de-nanociencia-i-nanotecnologia-icn2,Termini obert,https://jobs.icn2.cat/media/upload/pdf/postdoc_1768491543.pdf,https://jobs.icn2.cat/job-openings/apply-form/814/postdoctoral-researcher-in-altermagnetic-spintronics-physics-and-engineering-of-nanodevices-group,"Català, castellà i anglès",,814,"31/03/2026 - Data orientativa; si teniu algun dubte, consulteu l'ens convocant / Obert fins a trobar la persona candidata adequada",A1 - Grau universitari (correspondència amb llicenciatures),20260114O79,,"Enginyeria sense especificar, Física, Noves tecnologies, Recerca / Laboratori",Data estimada d'incorporació: abril-setembre 2026,Concurs o valoració de mèrits,Laboral temporal,"Doctorat en Física, Ciència dels Materials, Nanotecnologia, Enginyeria Elèctrica o un camp estretament relacionat",,https://jobs.icn2.cat/
1 plaça de Tècnic mitjà d'informàtica,https://cido.diba.cat/oposicions/13774020/1-placa-de-tecnic-mitja-dinformatica-ajuntament-de-lleida,Pendent de termini,"https://bop.diputaciolleida.cat/faces/consultaF/servlets/donarEdicte/?id=2022_129_5732, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=934509&type=01&language=ca_ES, https://ebop.diputaciolleida.cat/aplicacions/bop/bopV1/fitxers/pdf/2025/140/202514006259.pdf",,Nivell C1 de català,,,El termini s'obrirà l'endemà de la publicació de la convocatòria al BOE i serà de 20 dies hàbils,A2 - Grau universitari (correspondència amb diplomatures),20220707O72,,Informàtica,,Concurs oposició o valoració de mèrits i prova,Funcionari,"Grau universitari, Diplomatura universitària, enginyeria tècnica, arquitectura tècnica o equivalent",,https://paeria.convoca.online/
"Borsa de treball de places de Tècnic superior en sistemes informàtics, especialitzat en l'àmbit d'aplicacions",https://cido.diba.cat/oposicions/19375853/borsa-de-treball-de-places-de-tacnic-superior-en-sistemes-informatics-especialitzat-en-lambit-daplicacions-area-metropolitana-de-barcelona-amb,Termini obert,http://bop.diba.cat/anunci/3763538,https://area-personal.amb.cat/borses?inscripcioBorsa=2,,,901628/25,Obert permanentment,A1 - Grau universitari (correspondència amb llicenciatures),20250505O14,05/05/2025,"Administració especial sense especificar, Enginyeria sense especificar, Informàtica. Noves tecnologies",,Concurs o valoració de mèrits,Funcionari interí,Grau uinversitari o llicenciatura,,https://www.amb.cat/s/web/amb/administracio-metropolitana/empleats-publics-i-retribucions/ocupacio-publica/borsa-de-treball.html
1 plaça de Titulat superior universitari en l'àmbit informàtic,https://cido.diba.cat/oposicions/19310434/1-placa-de-titulat-superior-universitari-en-lambit-informatic-ajuntament-de-lhospitalet-de-llobregat,Pendent de termini,"http://bop.diba.cat/anunci/3647176, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=989269&type=01&language=ca_ES, http://bop.diba.cat/anunci/3757691, https://www.boe.es/boe/dias/2025/05/03/pdfs/BOE-A-2025-8814.pdf",,Nivell C1 de català,,,El termini s'obrirà l'endemà de la publicació de la convocatòria al DOGC i serà de 20 dies hàbils,A1 - Grau universitari (correspondència amb llicenciatures),20240628O171,,"Enginyeria sense especificar, Informàtica. Noves tecnologies",Plaça 000631,Concurs oposició o valoració de mèrits i prova,Funcionari,Titulació universitària oficial de grau o llicenciatura en enginyeria en informàtica o equivalent,,https://seuelectronica.l-h.cat/seleccio
"Borsa de treball de places de Tècnic superior en sistemes informàtics, especialitzats en l'àmbit de sistemes i lloc de treball",https://cido.diba.cat/oposicions/19368273/borsa-de-treball-de-places-de-tacnic-superior-en-sistemes-informatics-especialitzats-en-lambit-de-sistemes-i-lloc-de-treball-area-metropolitana-de-barcelona-amb,Termini obert,http://bop.diba.cat/anunci/3762863,https://area-personal.amb.cat/borses?inscripcioBorsa=3,,,901832/25,Obert permanentment,A1 - Grau universitari (correspondència amb llicenciatures),20250502O14,02/05/2025,Informàtica,,Concurs o valoració de mèrits,Laboral temporal,Grau universitari o llicenciatura,,https://www.amb.cat/s/web/amb/administracio-metropolitana/empleats-publics-i-retribucions/ocupacio-publica/borsa-de-treball.html
"Borsa de treball de places de Tècnic superior professor, especialitat noves tecnologies a l'Escola Municipal de Música Pau Casals",https://cido.diba.cat/oposicions/17988107/borsa-de-treball-de-places-de-tecnic-superior-professor-especialitat-noves-tecnologies-a-lescola-municipal-de-musica-pau-casals-ajuntament-del-vendrell,Termini obert,"https://www.diputaciodetarragona.cat/ebop/index.php?op=dwn&tipus=i&data=20240829&anyp=2024&num=07754&v=i, https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=993613&type=01&language=ca_ES",https://www.seu-e.cat/ca/web/elvendrell,Nivell C1 de català,,BTPM 2024.32,Permanent a partir del 30/08/2024,A1 - Grau universitari (correspondència amb llicenciatures),20240829O14,30/08/2024,"Educació musical, Música, Noves tecnologies",,Oposició o prova,Laboral temporal,Vegeu les bases,,https://www.elvendrell.net/ajuntament/oferta-docupacio-publica
"Borsa de treball de places de Tècnic superior Professor Acústica, Informàtica i Tecnologia Musical",https://cido.diba.cat/oposicions/13853031/borsa-de-treball-de-places-de-tecnic-superior-professor-acustica-informatica-i-tecnologia-musical-ajuntament-de-sabadell,Termini obert,"https://www.sabadell.cat/ca/borses/162722-bases-especifiques-de-procesos-de-borsa-de-treball-oberts-per-cobrir-llocs-de-treball-de-tecnic-a-superior-professor-a-de-diferents-especialitats-de-musica-de-l-ajuntament-de-sabadell, http://bop.diba.cat/anunci/3294289",https://seu.sabadell.cat/opensiac/action/tramitesinfo?method=enter&id=795,Nivell C1 de català,,BEA11222,Obert permanentment,A1 - Grau universitari (correspondència amb llicenciatures),20220823O18,24/08/2022,"Educació musical, Informàtica, Música, Noves tecnologies",,Oposició o prova,Interí o temporal,"Títol de grau o títol superior de música i una titulació o formació i pràctiques de treball, en les Tecnologies d'Informació i Comunicació en música",,https://www.sabadell.cat/ca/borses/162722-bases-especifiques-de-procesos-de-borsa-de-treball-oberts-per-cobrir-llocs-de-treball-de-tecnic-a-superior-professor-a-de-diferents-especialitats-de-musica-de-l-ajuntament-de-sabadell
